Den,Hodina,Marginální cena ČR (Kč/MWh)
2017-01-28,2,980.826
2017-01-28,3,964.614
2017-01-28,4,1013.25
2017-01-28,5,1021.356
2017-01-28,6,991.634
2017-01-28,7,946.511
2017-01-28,8,991.634
2017-01-28,9,1107.82
2017-01-28,10,1153.754
2017-01-28,11,1134.84
2017-01-28,12,1115.926
2017-01-28,13,1041.081
2017-01-28,14,1026.76
2017-01-28,15,1048.916
2017-01-28,16,1113.224
2017-01-28,17,1291.556
2017-01-28,18,1463.133
2017-01-28,19,1431.79
2017-01-28,20,1236.165
2017-01-28,21,1053.78
2017-01-28,22,956.508
2017-01-28,23,926.786
2017-01-28,24,850.049
2017-01-29,1,890.309
2017-01-29,2,851.13
2017-01-29,3,843.024
2017-01-29,4,869.233
2017-01-29,5,878.15
2017-01-29,6,897.064
2017-01-29,7,810.6
2017-01-29,8,797.09
2017-01-29,9,862.208
2017-01-29,10,881.392
2017-01-29,11,952.455
2017-01-29,12,942.998
2017-01-29,13,910.574
2017-01-29,14,864.64
2017-01-29,15,862.749
2017-01-29,16,979.475
2017-01-29,17,1026.76
2017-01-29,18,1188.88
2017-01-29,19,1242.92
2017-01-29,20,1213.198
2017-01-29,21,1107.82
2017-01-29,22,994.336
2017-01-29,23,1040.27
2017-01-29,24,894.362
2017-01-30,1,1080.8
2017-01-30,2,1084.583
2017-01-30,3,1044.053
2017-01-30,4,998.659
2017-01-30,5,1031.894
2017-01-30,6,1091.608
2017-01-30,7,1504.203
2017-01-30,8,2026.5
2017-01-30,9,2161.6
2017-01-30,10,2214.559
2017-01-30,11,2117.557
2017-01-30,12,1992.995
2017-01-30,13,2080.54
2017-01-30,14,2161.6
2017-01-30,15,2161.6
2017-01-30,16,2296.7
2017-01-30,17,2161.6
2017-01-30,18,2431.8
2017-01-30,19,2183.216
2017-01-30,20,2048.116
2017-01-30,21,1783.32
2017-01-30,22,1456.378
2017-01-30,23,1323.98
2017-01-30,24,1094.31
2017-01-31,1,972.72
2017-01-31,2,945.7
2017-01-31,3,964.614
2017-01-31,4,970.558
2017-01-31,5,959.21
2017-01-31,6,972.72
2017-01-31,7,1438.815
2017-01-31,8,2026.5
2017-01-31,9,2168.625
2017-01-31,10,2293.728
2017-01-31,11,2377.76
2017-01-31,12,2342.904
2017-01-31,13,2377.76
2017-01-31,14,2377.76
2017-01-31,15,2350.74
2017-01-31,16,2323.72
2017-01-31,17,2189.16
2017-01-31,18,2512.86
2017-01-31,19,2491.244
2017-01-31,20,2362.359
2017-01-31,21,1756.3
2017-01-31,22,1419.631
2017-01-31,23,1305.066
2017-01-31,24,1068.101
2017-02-01,1,1192.122
